"Año","Zona","Ámbito geográfico","Tipo Residuo","Toneladas Recogidas","Nº Contenedores","Nº Habitantes / Contenedor","Nº Kgs. Recogidos / Habitante"
"2024","Zona Interior","la Vall d'Alcalà","Totales","23,0","8","21","131,43"
"2024","Zona Interior","la Vall d'Alcalà","Papel o Cartón","0,6","2","87","3,43"
"2024","Zona Interior","la Vall d'Alcalà","Plástico","1,1","2","87","6,29"
"2024","Zona Interior","la Vall d'Alcalà","Vidrio","1,5","2","87","8,57"
"2024","Zona Interior","la Vall d'Alcalà","No selectiva","19,8","2","87","113,14"
"2024","Zona Interior","la Vall d'Ebo","Totales","119,3","21","11","512,02"
"2024","Zona Interior","la Vall d'Ebo","Papel o Cartón","3,5","5","46","15,02"
"2024","Zona Interior","la Vall d'Ebo","Plástico","6,1","5","46","26,18"
"2024","Zona Interior","la Vall d'Ebo","Vidrio","10,1","3","77","43,35"
"2024","Zona Interior","la Vall d'Ebo","No selectiva","99,6","8","29","427,47"
"2024","Zona Interior","la Vall de Gallinera","Totales","290,8","79","7","494,56"
"2024","Zona Interior","la Vall de Gallinera","Papel o Cartón","35,7","13","45","60,71"
"2024","Zona Interior","la Vall de Gallinera","Plástico","22,2","10","58","37,76"
"2024","Zona Interior","la Vall de Gallinera","Vidrio","25,7","22","26","43,71"
"2024","Zona Interior","la Vall de Gallinera","No selectiva","207,2","34","17","352,38"
"2024","Zona Interior","la Vall de Laguar","Totales","321,7","56","16","353,52"
"2024","Zona Interior","la Vall de Laguar","Papel o Cartón","28,6","17","53","31,43"
"2024","Zona Interior","la Vall de Laguar","Plástico","48,7","17","53","53,52"
"2024","Zona Interior","la Vall de Laguar","Vidrio","19,3","7","130","21,21"
"2024","Zona Interior","la Vall de Laguar","No selectiva","225,1","15","60","247,36"
"2024","Zona Intermedia","el Verger","Totales","2.446,7","298","17","458,36"
"2024","Zona Intermedia","el Verger","Papel o Cartón","285,7","57","93","53,52"
"2024","Zona Intermedia","el Verger","Plástico","122,0","54","98","22,86"
"2024","Zona Intermedia","el Verger","Vidrio","115,5","41","130","21,64"
"2024","Zona Intermedia","el Verger","No selectiva","1.923,5","146","36","360,34"
"2024","Zona Costa","els Poblets","Totales","548,0","85","32","201,47"
"2024","Zona Costa","els Poblets","Papel o Cartón","25,5","7","388","9,38"
"2024","Zona Costa","els Poblets","Plástico","49,3","23","118","18,13"
"2024","Zona Costa","els Poblets","Vidrio","45,4","10","272","16,69"
"2024","Zona Costa","els Poblets","No selectiva","423,0","45","60","155,51"
"2024","Zona Costa","els Poblets","Orgánica","4,8","","0","1,76"
"2023","-","La Marina Alta","Totales","99.466,7","8.990","21","515,72"
"2023","-","La Marina Alta","Papel o Cartón","5.815,4","1.593","121","30,15"
"2023","-","La Marina Alta","Pilas","0,7","20","9","0,00"
"2023","-","La Marina Alta","Plástico","5.221,8","1.614","119","27,07"
"2023","-","La Marina Alta","Vidrio","8.196,5","1.502","128","42,50"
"2023","-","La Marina Alta","No selectiva","80.232,3","4.261","45","415,99"
"2023","-","Zona Costa","Totales","72.718,9","5.970","20","594,16"
"2023","-","Zona Costa","Papel o Cartón","3.691,1","1.012","120","30,16"
"2023","-","Zona Costa","Plástico","3.756,4","1.054","116","30,69"
"2023","-","Zona Costa","Vidrio","6.262,1","1.031","118","51,17"
"2023","-","Zona Costa","No selectiva","59.009,3","2.873","42","482,14"
"2023","-","Zona Intermedia","Totales","21.433,5","2.201","25","388,03"
"2023","-","Zona Intermedia","Papel o Cartón","1.688,0","394","140","30,56"
"2023","-","Zona Intermedia","Pilas","0,3","16","3","0,01"
"2023","-","Zona Intermedia","Plástico","1.072,4","392","140","19,41"
"2023","-","Zona Intermedia","Vidrio","1.399,0","350","157","25,33"
"2023","-","Zona Intermedia","No selectiva","17.273,8","1.049","52","312,73"
"2023","-","Zona Interior","Totales","5.314,3","819","18","348,62"
"2023","-","Zona Interior","Papel o Cartón","436,3","187","81","28,62"
"2023","-","Zona Interior","Pilas","0,4","4","3","0,03"
"2023","-","Zona Interior","Plástico","393,0","168","90","25,78"
"2023","-","Zona Interior","Vidrio","535,4","121","125","35,12"
"2023","-","Zona Interior","No selectiva","3.949,2","339","44","259,07"
"2023","Zona Interior","l'Atzúbia","Totales","225,8","29","21","361,28"
"2023","Zona Interior","l'Atzúbia","Papel o Cartón","33,3","8","78","53,28"
"2023","Zona Interior","l'Atzúbia","Plástico","15,4","7","89","24,64"
"2023","Zona Interior","l'Atzúbia","Vidrio","27,6","6","104","44,16"
"2023","Zona Interior","l'Atzúbia","No selectiva","149,5","8","78","239,20"
"2023","Zona Interior","Alcalalí","Totales","564,8","89","15","405,75"
"2023","Zona Interior","Alcalalí","Papel o Cartón","40,0","22","63","28,74"
"2023","Zona Interior","Alcalalí","Pilas","0,1","1","1","0,07"
"2023","Zona Interior","Alcalalí","Plástico","35,2","20","69","25,29"
"2023","Zona Interior","Alcalalí","Vidrio","56,7","19","73","40,73"
"2023","Zona Interior","Alcalalí","No selectiva","432,8","27","51","310,92"
"2023","Zona Interior","Beniarbeig","Totales","1.010,5","94","25","422,10"
"2023","Zona Interior","Beniarbeig","Papel o Cartón","123,9","22","108","51,75"
"2023","Zona Interior","Beniarbeig","Plástico","57,1","20","119","23,85"
"2023","Zona Interior","Beniarbeig","Vidrio","86,1","18","133","35,96"
"2023","Zona Interior","Beniarbeig","No selectiva","743,4","34","70","310,53"
"2023","Zona Interior","Benigembla","Totales","209,7","35","15","382,66"
"2023","Zona Interior","Benigembla","Papel o Cartón","9,4","7","78","17,15"
"2023","Zona Interior","Benigembla","Pilas","0,1","1","548","0,18"
"2023","Zona Interior","Benigembla","Plástico","7,4","7","78","13,50"
"2023","Zona Interior","Benigembla","Vidrio","15,0","3","182","27,37"
"2023","Zona Interior","Benigembla","No selectiva","177,8","17","32","324,45"
"2023","Zona Interior","Benidoleig","Totales","443,5","46","27","356,22"
"2023","Zona Interior","Benidoleig","Papel o Cartón","11,5","10","124","9,24"
"2023","Zona Interior","Benidoleig","Plástico","26,6","15","83","21,37"
"2023","Zona Interior","Benidoleig","Vidrio","46,0","8","155","36,95"
"2023","Zona Interior","Benidoleig","No selectiva","359,4","13","95","288,67"
"2023","Zona Interior","Benimeli","Totales","150,1","15","30","329,17"
"2023","Zona Interior","Benimeli","Papel o Cartón","6,2","3","152","13,60"
"2023","Zona Interior","Benimeli","Plástico","7,1","3","152","15,57"
"2023","Zona Interior","Benimeli","Vidrio","8,4","3","152","18,42"
"2023","Zona Interior","Benimeli","No selectiva","128,4","6","76","281,58"
"2023","Zona Intermedia","Benissa","Totales","5.630,7","529","23","455,12"
"2023","Zona Intermedia","Benissa","Papel o Cartón","352,2","100","123","28,47"
"2023","Zona Intermedia","Benissa","Pilas","0,2","15","824","0,02"
"2023","Zona Intermedia","Benissa","Plástico","204,2","114","108","16,51"
"2023","Zona Intermedia","Benissa","Vidrio","432,4","87","142","34,95"
"2023","Zona Intermedia","Benissa","No selectiva","4.641,7","213","58","375,18"
"2023","Zona Costa","Poble Nou de Benitatxell","Totales","2.470,1","279","17","501,44"
"2023","Zona Costa","Poble Nou de Benitatxell","Papel o Cartón","127,5","68","72","25,88"
"2023","Zona Costa","Poble Nou de Benitatxell","Plástico","93,2","68","72","18,92"
"2023","Zona Costa","Poble Nou de Benitatxell","Vidrio","202,6","35","140","41,13"
"2023","Zona Costa","Poble Nou de Benitatxell","No selectiva","2.046,8","108","45","415,51"
"2023","Zona Costa","Calp","Totales","16.593,3","1.975","13","640,45"
"2023","Zona Costa","Calp","Papel o Cartón","685,9","309","83","26,47"
"2023","Zona Costa","Calp","Plástico","714,9","309","83","27,59"
"2023","Zona Costa","Calp","Vidrio","1.334,4","242","107","51,50"
"2023","Zona Costa","Calp","No selectiva","13.858,1","1.115","23","534,88"
"2023","Zona Interior","Castell de Castells","Totales","147,7","17","25","334,92"
"2023","Zona Interior","Castell de Castells","Papel o Cartón","6,6","4","110","14,97"
"2023","Zona Interior","Castell de Castells","Plástico","11,2","4","110","25,40"
"2023","Zona Interior","Castell de Castells","Vidrio","18,5","2","220","41,95"
"2023","Zona Interior","Castell de Castells","No selectiva","111,4","7","63","252,61"
"2023","Zona Costa","Dénia","Totales","27.073,4","2.082","22","589,92"
"2023","Zona Costa","Dénia","Papel o Cartón","974,4","311","147","21,23"
"2023","Zona Costa","Dénia","Plástico","1.213,6","354","129","26,44"
"2023","Zona Costa","Dénia","Vidrio","1.829,7","378","121","39,87"
"2023","Zona Costa","Dénia","No selectiva","23.055,7","1.039","44","502,38"
"2023","Zona Intermedia","Gata de Gorgos","Totales","2.438,7","239","27","370,57"
"2023","Zona Intermedia","Gata de Gorgos","Papel o Cartón","285,2","50","131","43,34"
"2023","Zona Intermedia","Gata de Gorgos","Plástico","120,2","49","134","18,26"
"2023","Zona Intermedia","Gata de Gorgos","Vidrio","138,2","38","173","21,00"
"2023","Zona Intermedia","Gata de Gorgos","No selectiva","1.895,1","102","64","287,97"
"2023","Zona Intermedia","Xaló","Totales","1.035,8","146","20","342,53"
"2023","Zona Intermedia","Xaló","Papel o Cartón","69,8","18","168","23,08"
"2023","Zona Intermedia","Xaló","Plástico","74,5","18","168","24,64"
"2023","Zona Intermedia","Xaló","Vidrio","77,8","18","168","25,73"
"2023","Zona Intermedia","Xaló","No selectiva","813,7","92","32","269,08"
"2023","Zona Costa","Xàbia/Jávea","Totales","17.952,2","925","32","593,48"
"2023","Zona Costa","Xàbia/Jávea","Papel o Cartón","1.400,8","201","150","46,31"
"2023","Zona Costa","Xàbia/Jávea","Plástico","1.159,0","184","164","38,32"
"2023","Zona Costa","Xàbia/Jávea","Vidrio","1.829,6","239","126","60,48"
"2023","Zona Costa","Xàbia/Jávea","No selectiva","13.562,8","301","100","448,37"
"2023","Zona Intermedia","Llíber","Totales","145,4","32","31","142,41"
"2023","Zona Intermedia","Llíber","Papel o Cartón","8,9","4","255","8,72"
"2023","Zona Intermedia","Llíber","Pilas","0,1","1","1","0,10"
"2023","Zona Intermedia","Llíber","Plástico","10,1","6","170","9,89"
"2023","Zona Intermedia","Llíber","Vidrio","20,6","5","204","20,18"
"2023","Zona Intermedia","Llíber","No selectiva","105,7","16","63","103,53"
"2023","Zona Interior","Murla","Totales","125,0","13","44","217,01"
"2023","Zona Interior","Murla","Papel o Cartón","5,9","2","288","10,24"
"2023","Zona Interior","Murla","Pilas","0,1","1","576","0,17"
"2023","Zona Interior","Murla","Plástico","9,1","2","288","15,80"
"2023","Zona Interior","Murla","Vidrio","14,8","3","192","25,69"
"2023","Zona Interior","Murla","No selectiva","95,1","5","115","165,10"
"2023","Zona Intermedia","Ondara","Totales","3.271,4","179","40","446,73"
"2023","Zona Intermedia","Ondara","Papel o Cartón","245,5","38","192","33,52"
"2023","Zona Intermedia","Ondara","Plástico","181,1","38","192","24,73"
"2023","Zona Intermedia","Ondara","Vidrio","166,2","42","174","22,70"
"2023","Zona Intermedia","Ondara","No selectiva","2.678,6","61","120","365,78"
"2023","Zona Interior","Orba","Totales","496,3","190","12","204,41"
"2023","Zona Interior","Orba","Papel o Cartón","86,2","50","48","35,50"
"2023","Zona Interior","Orba","Plástico","107,7","37","65","44,36"
"2023","Zona Interior","Orba","Vidrio","94,0","5","485","38,71"
"2023","Zona Interior","Orba","No selectiva","208,4","98","24","85,83"
"2023","Zona Interior","Parcent","Totales","315,0","54","18","309,43"
"2023","Zona Interior","Parcent","Papel o Cartón","18,6","6","169","18,27"
"2023","Zona Interior","Parcent","Pilas","0,1","1","1","0,10"
"2023","Zona Interior","Parcent","Plástico","16,3","5","203","16,01"
"2023","Zona Interior","Parcent","Vidrio","30,0","6","169","29,47"
"2023","Zona Interior","Parcent","No selectiva","250,0","36","28","245,58"
"2023","Zona Intermedia","Pedreguer","Totales","2.049,4","212","40","239,14"
"2023","Zona Intermedia","Pedreguer","Papel o Cartón","255,8","36","238","29,85"
"2023","Zona Intermedia","Pedreguer","Plástico","202,6","27","317","23,64"
"2023","Zona Intermedia","Pedreguer","Vidrio","184,4","31","276","21,52"
"2023","Zona Intermedia","Pedreguer","No selectiva","1.406,6","118","72","164,13"
"2023","Zona Intermedia","Pego","Totales","4.174,8","528","19","397,03"
"2023","Zona Intermedia","Pego","Papel o Cartón","176,3","88","119","16,77"
"2023","Zona Intermedia","Pego","Plástico","139,7","81","129","13,29"
"2023","Zona Intermedia","Pego","Vidrio","245,2","82","128","23,32"
"2023","Zona Intermedia","Pego","No selectiva","3.613,6","277","37","343,66"
"2023","Zona Interior","el Ràfol d'Almúnia","Totales","337,2","30","24","460,66"
"2023","Zona Interior","el Ràfol d'Almúnia","Papel o Cartón","13,8","7","104","18,85"
"2023","Zona Interior","el Ràfol d'Almúnia","Plástico","16,0","7","104","21,86"
"2023","Zona Interior","el Ràfol d'Almúnia","Vidrio","19,2","6","122","26,23"
"2023","Zona Interior","el Ràfol d'Almúnia","No selectiva","288,2","10","73","393,72"
"2023","Zona Interior","Sagra","Totales","154,5","14","31","349,55"
"2023","Zona Interior","Sagra","Papel o Cartón","6,1","4","110","13,80"
"2023","Zona Interior","Sagra","Plástico","7,0","4","110","15,84"
"2023","Zona Interior","Sagra","Vidrio","15,0","3","147","33,94"
"2023","Zona Interior","Sagra","No selectiva","126,4","3","147","285,97"
"2023","Zona Interior","Sanet y Negrals","Totales","240,9","19","39","324,23"
"2023","Zona Interior","Sanet y Negrals","Papel o Cartón","7,7","4","185","10,36"
"2023","Zona Interior","Sanet y Negrals","Plástico","8,9","4","185","11,98"
"2023","Zona Interior","Sanet y Negrals","Vidrio","16,5","4","185","22,21"
"2023","Zona Interior","Sanet y Negrals","No selectiva","207,8","7","106","279,68"
"2023","Zona Intermedia","Senija","Totales","205,1","36","18","306,12"
"2023","Zona Intermedia","Senija","Papel o Cartón","7,9","2","335","11,79"
"2023","Zona Intermedia","Senija","Plástico","15,1","4","167","22,54"
"2023","Zona Intermedia","Senija","Vidrio","17,2","6","111","25,67"
"2023","Zona Intermedia","Senija","No selectiva","164,9","24","27","246,12"
"2023","Zona Costa","Teulada","Totales","7.964,4","609","20","631,14"
"2023","Zona Costa","Teulada","Papel o Cartón","469,1","114","110","37,17"
"2023","Zona Costa","Teulada","Plástico","519,0","112","112","41,13"
"2023","Zona Costa","Teulada","Vidrio","1.006,0","125","100","79,72"
"2023","Zona Costa","Teulada","No selectiva","5.970,3","258","48","473,12"
"2023","Zona Interior","Tormos","Totales","127,2","11","30","374,12"
"2023","Zona Interior","Tormos","Papel o Cartón","4,9","2","170","14,41"
"2023","Zona Interior","Tormos","Plástico","5,6","2","170","16,47"
"2023","Zona Interior","Tormos","Vidrio","14,8","2","170","43,53"
"2023","Zona Interior","Tormos","No selectiva","101,9","5","68","299,71"
"2023","Zona Interior","la Vall d'Alcalà","Totales","11,9","8","22","67,61"
"2023","Zona Interior","la Vall d'Alcalà","Papel o Cartón","0,5","2","88","2,84"
"2023","Zona Interior","la Vall d'Alcalà","Plástico","0,8","2","88","4,55"
"2023","Zona Interior","la Vall d'Alcalà","Vidrio","1,1","2","88","6,25"
"2023","Zona Interior","la Vall d'Alcalà","No selectiva","9,5","2","88","53,98"
"2023","Zona Interior","la Vall d'Ebo","Totales","87,0","21","10","378,26"
"2023","Zona Interior","la Vall d'Ebo","Papel o Cartón","3,5","5","46","15,22"
"2023","Zona Interior","la Vall d'Ebo","Plástico","6,0","5","46","26,09"
"2023","Zona Interior","la Vall d'Ebo","Vidrio","10,7","3","76","46,52"
"2023","Zona Interior","la Vall d'Ebo","No selectiva","66,8","8","28","290,43"
"2023","Zona Interior","la Vall de Gallinera","Totales","298,6","74","7","511,30"
"2023","Zona Interior","la Vall de Gallinera","Papel o Cartón","35,2","12","48","60,27"
"2023","Zona Interior","la Vall de Gallinera","Plástico","22,6","9","64","38,70"
"2023","Zona Interior","la Vall de Gallinera","Vidrio","34,0","19","30","58,22"
"2023","Zona Interior","la Vall de Gallinera","No selectiva","206,8","34","17","354,11"
"2023","Zona Interior","la Vall de Laguar","Totales","368,6","60","14","421,74"
"2023","Zona Interior","la Vall de Laguar","Papel o Cartón","23,0","17","51","26,32"
"2023","Zona Interior","la Vall de Laguar","Plástico","33,0","15","58","37,76"
"2023","Zona Interior","la Vall de Laguar","Vidrio","27,0","9","97","30,89"
"2023","Zona Interior","la Vall de Laguar","No selectiva","285,6","19","46","326,77"
"2023","Zona Intermedia","el Verger","Totales","2.482,2","300","17","481,05"
"2023","Zona Intermedia","el Verger","Papel o Cartón","286,4","58","88","55,50"
"2023","Zona Intermedia","el Verger","Plástico","124,9","55","93","24,21"
"2023","Zona Intermedia","el Verger","Vidrio","117,0","41","125","22,67"
"2023","Zona Intermedia","el Verger","No selectiva","1.953,9","146","35","378,66"
"2023","Zona Costa","els Poblets","Totales","665,5","100","27","238,19"
"2023","Zona Costa","els Poblets","Papel o Cartón","33,4","9","310","11,95"
"2023","Zona Costa","els Poblets","Plástico","56,7","27","103","20,29"
"2023","Zona Costa","els Poblets","Vidrio","59,8","12","232","21,40"
"2023","Zona Costa","els Poblets","No selectiva","515,6","52","53","184,54"
"2022","-","La Marina Alta","Totales","98.386,2","8.985","20","528,03"
"2022","-","La Marina Alta","Papel o Cartón","5.283,3","1.549","120","28,35"
"2022","-","La Marina Alta","Pilas","2,4","32","5","0,01"
"2022","-","La Marina Alta","Plástico","4.888,0","1.596","116","26,23"
"2022","-","La Marina Alta","Vidrio","7.236,6","1.495","124","38,84"
"2022","-","La Marina Alta","No selectiva","80.975,9","4.313","43","434,59"
"2022","-","Zona Costa","Totales","71.573,4","5.978","19","608,39"
"2022","-","Zona Costa","Papel o Cartón","3.407,3","1.012","116","28,96"
"2022","-","Zona Costa","Plástico","3.491,6","1.057","111","29,68"
"2022","-","Zona Costa","Vidrio","5.425,9","1.029","114","46,12"
"2022","-","Zona Costa","No selectiva","59.248,6","2.880","40","503,63"
"2022","-","Zona Intermedia","Totales","21.648,0","2.134","25","401,98"
"2022","-","Zona Intermedia","Papel o Cartón","1.579,2","348","154","29,32"
"2022","-","Zona Intermedia","Pilas","1,6","21","2","0,03"
"2022","-","Zona Intermedia","Plástico","1.007,5","364","147","18,71"
"2022","-","Zona Intermedia","Vidrio","1.320,0","347","155","24,51"
"2022","-","Zona Intermedia","No selectiva","17.739,7","1.054","51","329,40"
"2022","-","Zona Interior","Totales","5.164,8","873","16","348,29"
"2022","-","Zona Interior","Papel o Cartón","296,8","189","78","20,01"
"2022","-","Zona Interior","Pilas","0,8","11","1","0,05"
"2022","-","Zona Interior","Plástico","388,9","175","84","26,23"
"2022","-","Zona Interior","Vidrio","490,7","119","124","33,09"
"2022","-","Zona Interior","No selectiva","3.987,6","379","39","268,91"
"2022","Zona Interior","l'Atzúbia","Totales","230,9","29","21","364,77"
"2022","Zona Interior","l'Atzúbia","Papel o Cartón","32,8","8","79","51,82"
"2022","Zona Interior","l'Atzúbia","Plástico","15,2","7","90","24,01"
"2022","Zona Interior","l'Atzúbia","Vidrio","24,4","6","105","38,55"
"2022","Zona Interior","l'Atzúbia","No selectiva","158,5","8","79","250,39"
"2022","Zona Interior","Alcalalí","Totales","557,9","89","14","426,86"
"2022","Zona Interior","Alcalalí","Papel o Cartón","35,2","22","59","26,93"
"2022","Zona Interior","Alcalalí","Pilas","0,1","1","1","0,08"
"2022","Zona Interior","Alcalalí","Plástico","36,7","20","65","28,08"
"2022","Zona Interior","Alcalalí","Vidrio","50,8","18","72","38,87"
"2022","Zona Interior","Alcalalí","No selectiva","435,1","28","46","332,90"
"2022","Zona Interior","Beniarbeig","Totales","875,5","95","24","382,31"
"2022","Zona Interior","Beniarbeig","Papel o Cartón","11,0","22","104","4,80"
"2022","Zona Interior","Beniarbeig","Pilas","0,1","1","2","0,04"
"2022","Zona Interior","Beniarbeig","Plástico","49,1","20","114","21,44"
"2022","Zona Interior","Beniarbeig","Vidrio","67,2","18","127","29,34"
"2022","Zona Interior","Beniarbeig","No selectiva","748,1","34","67","326,68"
"2022","Zona Interior","Benigembla","Totales","214,9","35","15","404,71"
"2022","Zona Interior","Benigembla","Papel o Cartón","10,0","7","75","18,83"
"2022","Zona Interior","Benigembla","Pilas","0,1","1","531","0,19"
"2022","Zona Interior","Benigembla","Plástico","11,5","7","75","21,66"
"2022","Zona Interior","Benigembla","Vidrio","14,2","3","177","26,74"
"2022","Zona Interior","Benigembla","No selectiva","179,1","17","31","337,29"
"2022","Zona Interior","Benidoleig","Totales","446,3","44","28","360,79"
"2022","Zona Interior","Benidoleig","Papel o Cartón","11,0","9","137","8,89"
"2022","Zona Interior","Benidoleig","Plástico","35,5","14","88","28,70"
"2022","Zona Interior","Benidoleig","Vidrio","40,8","8","154","32,98"
"2022","Zona Interior","Benidoleig","No selectiva","359,0","13","95","290,22"
"2022","Zona Interior","Benimeli","Totales","162,8","18","23","383,96"
"2022","Zona Interior","Benimeli","Papel o Cartón","6,1","5","84","14,39"
"2022","Zona Interior","Benimeli","Plástico","6,9","5","84","16,27"
"2022","Zona Interior","Benimeli","Vidrio","7,5","3","141","17,69"
"2022","Zona Interior","Benimeli","No selectiva","142,3","5","84","335,61"
"2022","Zona Intermedia","Benissa","Totales","5.483,7","478","25","454,97"
"2022","Zona Intermedia","Benissa","Papel o Cartón","351,0","73","165","29,12"
"2022","Zona Intermedia","Benissa","Pilas","0,2","15","803","0,02"
"2022","Zona Intermedia","Benissa","Plástico","197,4","90","133","16,38"
"2022","Zona Intermedia","Benissa","Vidrio","411,5","85","141","34,14"
"2022","Zona Intermedia","Benissa","No selectiva","4.523,6","215","56","375,31"
"2022","Zona Costa","Poble Nou de Benitatxell","Totales","2.328,1","272","17","490,54"
"2022","Zona Costa","Poble Nou de Benitatxell","Papel o Cartón","116,2","65","73","24,48"
"2022","Zona Costa","Poble Nou de Benitatxell","Plástico","85,0","65","73","17,91"
"2022","Zona Costa","Poble Nou de Benitatxell","Vidrio","175,2","34","139","36,92"
"2022","Zona Costa","Poble Nou de Benitatxell","No selectiva","1.951,7","108","43","411,23"
"2022","Zona Costa","Calp","Totales","16.526,7","1.975","12","679,55"
"2022","Zona Costa","Calp","Papel o Cartón","654,5","310","78","26,91"
"2022","Zona Costa","Calp","Plástico","640,9","310","78","26,35"
"2022","Zona Costa","Calp","Vidrio","1.085,9","238","102","44,65"
"2022","Zona Costa","Calp","No selectiva","14.145,4","1.117","21","581,64"
"2022","Zona Interior","Castell de Castells","Totales","148,4","17","25","348,36"
"2022","Zona Interior","Castell de Castells","Papel o Cartón","6,7","4","106","15,73"
"2022","Zona Interior","Castell de Castells","Plástico","11,5","4","106","27,00"
"2022","Zona Interior","Castell de Castells","Vidrio","19,4","2","213","45,54"
"2022","Zona Interior","Castell de Castells","No selectiva","110,8","7","60","260,09"
"2022","Zona Costa","Dénia","Totales","26.794,0","2.088","21","606,02"
"2022","Zona Costa","Dénia","Papel o Cartón","907,0","312","141","20,51"
"2022","Zona Costa","Dénia","Plástico","1.154,5","355","124","26,11"
"2022","Zona Costa","Dénia","Vidrio","1.642,3","380","116","37,15"
"2022","Zona Costa","Dénia","No selectiva","23.090,2","1.041","42","522,25"
"2022","Zona Intermedia","Gata de Gorgos","Totales","2.441,5","218","29","379,94"
"2022","Zona Intermedia","Gata de Gorgos","Papel o Cartón","276,2","37","173","42,98"
"2022","Zona Intermedia","Gata de Gorgos","Plástico","119,1","39","164","18,53"
"2022","Zona Intermedia","Gata de Gorgos","Vidrio","139,3","39","164","21,68"
"2022","Zona Intermedia","Gata de Gorgos","No selectiva","1.906,9","103","62","296,75"
"2022","Zona Intermedia","Xaló","Totales","1.042,2","147","20","350,44"
"2022","Zona Intermedia","Xaló","Papel o Cartón","60,7","18","165","20,41"
"2022","Zona Intermedia","Xaló","Plástico","84,6","18","165","28,45"
"2022","Zona Intermedia","Xaló","Vidrio","76,1","18","165","25,59"
"2022","Zona Intermedia","Xaló","No selectiva","820,8","93","31","275,99"
"2022","Zona Costa","Xàbia/Jávea","Totales","17.372,1","931","31","588,94"
"2022","Zona Costa","Xàbia/Jávea","Papel o Cartón","1.106,6","201","146","37,52"
"2022","Zona Costa","Xàbia/Jávea","Plástico","1.105,8","187","157","37,49"
"2022","Zona Costa","Xàbia/Jávea","Vidrio","1.601,5","240","122","54,29"
"2022","Zona Costa","Xàbia/Jávea","No selectiva","13.558,2","303","97","459,65"
"2022","Zona Intermedia","Llíber","Totales","149,6","32","31","146,81"
"2022","Zona Intermedia","Llíber","Papel o Cartón","8,9","4","254","8,73"
"2022","Zona Intermedia","Llíber","Pilas","0,1","1","1","0,10"
"2022","Zona Intermedia","Llíber","Plástico","16,9","6","169","16,58"
"2022","Zona Intermedia","Llíber","Vidrio","16,6","5","203","16,29"
"2022","Zona Intermedia","Llíber","No selectiva","107,1","16","63","105,10"
"2022","Zona Interior","Murla","Totales","126,1","13","41","233,52"
"2022","Zona Interior","Murla","Papel o Cartón","5,9","2","270","10,93"
"2022","Zona Interior","Murla","Pilas","0,1","1","540","0,19"
"2022","Zona Interior","Murla","Plástico","9,3","2","270","17,22"
"2022","Zona Interior","Murla","Vidrio","14,3","3","180","26,48"
"2022","Zona Interior","Murla","No selectiva","96,5","5","108","178,70"
"2022","Zona Intermedia","Ondara","Totales","3.220,3","181","39","454,52"
"2022","Zona Intermedia","Ondara","Papel o Cartón","237,2","38","186","33,48"
"2022","Zona Intermedia","Ondara","Pilas","1,2","3","2","0,17"
"2022","Zona Intermedia","Ondara","Plástico","157,4","38","186","22,22"
"2022","Zona Intermedia","Ondara","Vidrio","145,0","42","168","20,47"
"2022","Zona Intermedia","Ondara","No selectiva","2.679,5","60","118","378,19"
"2022","Zona Interior","Orba","Totales","466,8","190","12","197,21"
"2022","Zona Interior","Orba","Papel o Cartón","71,3","49","48","30,12"
"2022","Zona Interior","Orba","Plástico","104,0","39","60","43,94"
"2022","Zona Interior","Orba","Vidrio","80,4","5","473","33,97"
"2022","Zona Interior","Orba","No selectiva","211,1","97","24","89,18"
"2022","Zona Interior","Parcent","Totales","314,9","54","18","313,96"
"2022","Zona Interior","Parcent","Papel o Cartón","18,7","6","167","18,64"
"2022","Zona Interior","Parcent","Pilas","0,1","1","1","0,10"
"2022","Zona Interior","Parcent","Plástico","14,6","5","200","14,56"
"2022","Zona Interior","Parcent","Vidrio","32,2","6","167","32,10"
"2022","Zona Interior","Parcent","No selectiva","249,3","36","27","248,55"
"2022","Zona Intermedia","Pedreguer","Totales","2.515,7","213","39","302,55"
"2022","Zona Intermedia","Pedreguer","Papel o Cartón","205,7","36","230","24,74"
"2022","Zona Intermedia","Pedreguer","Plástico","167,1","27","307","20,10"
"2022","Zona Intermedia","Pedreguer","Vidrio","183,4","31","268","22,06"
"2022","Zona Intermedia","Pedreguer","No selectiva","1.959,5","119","69","235,66"
"2022","Zona Intermedia","Pego","Totales","4.134,4","491","21","400,46"
"2022","Zona Intermedia","Pego","Papel o Cartón","156,5","68","151","15,16"
"2022","Zona Intermedia","Pego","Pilas","0,1","2","5","0,01"
"2022","Zona Intermedia","Pego","Plástico","135,0","63","163","13,08"
"2022","Zona Intermedia","Pego","Vidrio","221,5","80","129","21,45"
"2022","Zona Intermedia","Pego","No selectiva","3.621,3","278","37","350,77"
"2022","Zona Interior","el Ràfol d'Almúnia","Totales","283,9","56","13","388,90"
"2022","Zona Interior","el Ràfol d'Almúnia","Papel o Cartón","10,1","9","81","13,84"
"2022","Zona Interior","el Ràfol d'Almúnia","Plástico","11,4","10","73","15,62"
"2022","Zona Interior","el Ràfol d'Almúnia","Vidrio","18,1","5","146","24,79"
"2022","Zona Interior","el Ràfol d'Almúnia","No selectiva","244,3","32","22","334,66"
"2022","Zona Interior","Sagra","Totales","180,1","25","17","413,07"
